# 1kOhm 08/12/2017
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00000648   1.00E-3 -1.467441E-6     3.81000E-3    3.3500E-3    0.0000E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00001875   1.02E-3 -3.795541E-7     4.42000E-3    1.8300E-3   -4.8828E-3     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00002278   1.04E-3 -2.442728E-7     3.02000E-3    1.6600E-3    1.2207E-3     0.0000E+0    0.0000E+0     0.0000E+0     -0.000610 
00003000   1.06E-3 -6.162964E-7     3.77000E-3    3.3700E-3   -3.0518E-3    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000610 
00004000   1.08E-3 -6.389794E-8     3.78000E-3    3.4300E-3   -1.8311E-3    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00005000   1.10E-3  2.517584E-7     3.78000E-3    3.3500E-3   -6.1035E-4    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00006000   1.12E-3 -1.900827E-9     3.85000E-3    0.0000E+0    3.9673E-3    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00007000   1.14E-3 -2.950100E-7     3.99000E-3    3.2900E-3    1.2207E-3    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000305 
