# 1kOhm 08/12/2017
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00041000   1.82E-3     1.816203     3.75000E-3    3.3200E-3   -2.0807E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00042000   1.84E-3     1.836213     3.77000E-3    3.3600E-3   -2.0724E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00043000   1.86E-3     1.856163     3.80000E-3    3.3500E-3   -2.0895E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00044000   1.88E-3     1.876106     3.80000E-3    3.3300E-3   -2.0859E+0    -6.1035E-4    0.0000E+0     0.0000E+0      0.000000 
00045000   1.90E-3     1.896055     3.80000E-3    3.3100E-3   -2.0767E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00046000   1.92E-3     1.915992     4.18000E-3    2.8400E-3   -2.1030E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00047000   1.94E-3     1.936014     4.41000E-3    2.1600E-3   -2.0819E+0    -6.1035E-4    0.0000E+0     0.0000E+0      0.000000 
00048000   1.96E-3     1.955955     4.50000E-3    1.6500E-3   -2.1106E+0    -6.1035E-4    3.0518E-4    -3.0518E-4     -0.000305 
00049000   1.98E-3     1.975894     4.59000E-3    1.6200E-3   -2.0767E+0     3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00050000   2.00E-3     1.995836     4.55000E-3    1.6200E-3   -2.1103E+0    -6.1035E-4   -3.0518E-4     0.0000E+0      0.000000 
