# 1kOhm 08/12/2017 WITHOUT PREAMPS final
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00041000   1.82E-3     1.816846     1.00000E-5    1.6500E-3    1.8158E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00042000   1.84E-3     1.836869     9.90000E-4    1.4400E-3    1.8362E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
# Time Constant: 100ms
00043000   1.86E-3     1.856832    -1.18000E-3   -1.8300E-3    1.8579E+0    -9.1553E-4    0.0000E+0    -3.0518E-4     -0.000610 
00044000   1.88E-3     1.876779    -1.07000E-3   -1.8900E-3    1.8762E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000610 
00045000   1.90E-3     1.896732    -1.07000E-3   -1.8900E-3    1.8967E+0    -6.1035E-4   -3.0518E-4     0.0000E+0     -0.000305 
00046000   1.92E-3     1.916675    -1.07000E-3   -1.9100E-3    1.9168E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000305 
00047000   1.94E-3     1.936699    -1.05000E-3   -1.8900E-3    1.9360E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
# Time Constant: MIN
00048000   1.96E-3     1.956605     4.34000E-3    3.2300E-3    1.9559E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00049000   1.98E-3     1.976594     3.56000E-3    1.5600E-3    1.9766E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00050000   2.00E-3     1.996544     3.64000E-3    1.4200E-3    1.9977E+0    -6.1035E-4   -3.0518E-4     3.0518E-4     -0.000305 
