# 1kOhm 08/12/2017 WITHOUT PREAMPS EXPERIMENT
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00024000   1.48E-3     1.477546     4.55000E-3    1.6500E-3    1.4771E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00025000   1.50E-3     1.497503     4.51000E-3    1.6900E-3    1.4966E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00026000   1.52E-3     1.513570     4.54000E-3    1.7100E-3    1.5167E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00027000   1.54E-3     1.537394     3.98000E-3    1.6500E-3    1.5359E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00028000   1.56E-3     1.557349     3.83000E-3    1.8200E-3    1.5567E+0     3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00029000   1.58E-3     1.577389     3.80000E-3    1.2100E-3    1.5775E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00030000   1.60E-3     1.593611     3.84000E-3    3.1000E-4    1.5967E+0    -3.0518E-4    0.0000E+0    -6.1035E-4     -0.000305 
00031000   1.62E-3     1.617286     3.73000E-3    0.0000E+0    1.6177E+0    -3.0518E-4   -6.1035E-4     0.0000E+0     -0.000305 
00032000   1.64E-3     1.637202     3.75000E-3    3.3300E-3    1.6379E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00033000   1.66E-3     1.657268     3.74000E-3    3.3700E-3    1.6562E+0     0.0000E+0   -6.1035E-4     3.0518E-4     -0.000610 
00034000   1.68E-3     1.677172     3.41000E-3    3.4000E-3    1.6733E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00035000   1.70E-3     1.697164     4.35000E-3    2.3800E-3    1.6968E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000610 
00036000   1.72E-3     1.717078     4.45000E-3    1.7900E-3    1.7157E+0     0.0000E+0    3.0518E-4    -3.0518E-4     -0.000305 
00037000   1.74E-3     1.737064     4.54000E-3    1.6700E-3    1.7365E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00038000   1.76E-3     1.757042     4.54000E-3    1.6600E-3    1.7572E+0     0.0000E+0    3.0518E-4    -3.0518E-4     -0.000305 
00039000   1.78E-3     1.777033     4.54000E-3    1.6700E-3    1.7761E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
00040000   1.80E-3     1.796948     4.57000E-3    1.6500E-3    1.7963E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00041000   1.82E-3     1.816931     3.98000E-3    1.6400E-3    1.8161E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
00042000   1.84E-3     1.836907     3.91000E-3    1.8300E-3    1.8359E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00043000   1.86E-3     1.856911     3.80000E-3    9.8000E-4    1.8567E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00044000   1.88E-3     1.876869     3.83000E-3    1.7000E-4    1.8762E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00045000   1.90E-3     1.896804     3.74000E-3    5.0000E-5    1.8967E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00046000   1.92E-3     1.916747     3.79000E-3   -7.0000E-5    1.9165E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00047000   1.94E-3     1.936773     3.75000E-3    0.0000E+0    1.9363E+0    -3.0518E-4   -6.1035E-4    -6.1035E-4     -0.000305 
00048000   1.96E-3     1.956713     3.76000E-3   -4.0000E-5    1.9571E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00049000   1.98E-3     1.976668     3.32000E-3    3.7000E-4    1.9763E+0     0.0000E+0    3.0518E-4    -3.0518E-4     -0.000610 
00050000   2.00E-3     1.996617     3.07000E-3    1.4100E-3    1.9971E+0     0.0000E+0   -3.0518E-4    -6.1035E-4      0.000000 
