# 1kOhm 08/12/2017 WITHOUT PREAMPS final 2
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00042000   1.82E-3     1.816762     3.75000E-3    1.8300E-3    1.8161E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00043000   1.84E-3     1.836822     3.84000E-3    2.7400E-3    1.8365E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4      0.000000 
00044000   1.86E-3     1.854257     3.77000E-3    2.1000E-4    1.8567E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00045000   1.88E-3     1.876734     3.80000E-3    1.6000E-4    1.8765E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00046000   1.90E-3     1.896637     3.77000E-3    3.3100E-3    1.8964E+0     0.0000E+0   -6.1035E-4    -3.0518E-4      0.000000 
00047000   1.92E-3     1.916637     3.71000E-3    3.3900E-3    1.9162E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00048000   1.94E-3     1.936617     3.84000E-3    3.3300E-3    1.9357E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00049000   1.96E-3     1.956605     3.40000E-3    2.7000E-4    1.9568E+0     0.0000E+0    0.0000E+0    -6.1035E-4     -0.000305 
00050000   1.98E-3     1.976562     4.42000E-3    1.2900E-3    1.9751E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00051000   2.00E-3     1.996505     4.47000E-3    1.5900E-3    1.9949E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
