# 1kOhm 08/12/2017
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00041000   1.82E-3    14.127754     3.33000E-3    1.6900E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00042000   1.84E-3    14.127705     3.67000E-3    1.8900E-3   -1.0000E+1     0.0000E+0    3.0518E-4    -3.0518E-4     -0.000305 
00043000   1.86E-3    14.127686     3.81000E-3    4.1000E-4   -1.0000E+1     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00044000   1.88E-3    14.127618     3.78000E-3    0.0000E+0   -1.0000E+1     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00045000   1.90E-3    14.127643     3.79000E-3   -6.0000E-5   -1.0000E+1    -6.1035E-4   -3.0518E-4    -6.1035E-4      0.000000 
00046000   1.92E-3    14.127537     3.71000E-3   -8.0000E-5   -1.0000E+1    -6.1035E-4   -3.0518E-4    -3.0518E-4      0.000000 
00047000   1.94E-3    14.127469     3.25000E-3    1.2800E-3   -1.0000E+1     0.0000E+0   -6.1035E-4    -3.0518E-4      0.000000 
00048000   1.96E-3    14.127527     3.10000E-3    1.6400E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00049000   1.98E-3    14.127489     3.15000E-3    1.8600E-3   -1.0000E+1     3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00050000   2.00E-3    14.127502     3.10000E-3    1.8100E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
