# 1kOhm 08/12/2017 WITHOUT PREAMPS EXPERIMENT
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00025000   1.24E-3     1.237809     3.79000E-3   -6.0000E-5    1.2375E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00026000   1.25E-3     1.247815     3.84000E-3   -6.0000E-5    1.2460E+0    -3.0518E-4   -6.1035E-4     0.0000E+0      0.000000 
00027000   1.26E-3     1.257754     3.61000E-3    3.3400E-3    1.2576E+0    -3.0518E-4    0.0000E+0    -6.1035E-4     -0.000305 
# Sensitivity: 500mV
00028000   1.27E-3     1.267777     3.29500E-2    8.4000E-3    1.2671E+0     0.0000E+0    0.0000E+0    -6.1035E-4      0.000000 
00029000   1.28E-3     1.277713     2.61500E-2    1.0350E-2    1.2766E+0    -3.0518E-4    0.0000E+0    -6.1035E-4      0.000000 
00030000   1.29E-3     1.287679     2.25000E-2    7.2500E-3    1.2872E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00031000   1.30E-3     1.297733     1.97500E-2    8.3500E-3    1.2967E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000610 
# Sensitivity: 100mV
00032000   1.31E-3     1.307672     3.17000E-3    1.4600E-3    1.3068E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00033000   1.32E-3     1.317683     8.40000E-4    1.6400E-3    1.3159E+0    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000610 
00034000   1.33E-3     1.327613     1.72000E-3    1.6600E-3    1.3275E+0    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000305 
00035000   1.34E-3     1.337633     5.28000E-3    1.6600E-3    1.3364E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00036000   1.35E-3     1.347643     3.17000E-3    1.6900E-3    1.3486E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00037000   1.36E-3     1.357578     3.60000E-3    1.4900E-3    1.3565E+0     0.0000E+0   -6.1035E-4    -3.0518E-4      0.000000 
00038000   1.37E-3     1.367590     3.72000E-3    1.7100E-3    1.3666E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
00039000   1.38E-3     1.377527     3.77000E-3    1.4800E-3    1.3770E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000610 
00040000   1.39E-3     1.387536     3.81000E-3    2.7000E-3    1.3864E+0     0.0000E+0    0.0000E+0    -6.1035E-4      0.000000 
00041000   1.40E-3     1.397542     3.85000E-3    3.3000E-4    1.3943E+0     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00042000   1.41E-3     1.407475     3.81000E-3    3.3000E-3    1.4069E+0    -6.1035E-4   -3.0518E-4    -3.0518E-4      0.000000 
00043000   1.42E-3     1.417497     3.79000E-3   -4.0000E-5    1.4148E+0    -6.1035E-4   -3.0518E-4     0.0000E+0     -0.000610 
00044000   1.43E-3     1.427506     3.79000E-3   -6.0000E-5    1.4282E+0    -6.1035E-4    0.0000E+0    -6.1035E-4      0.000000 
00045000   1.44E-3     1.437440     3.80000E-3   -6.0000E-5    1.4359E+0    -6.1035E-4    0.0000E+0     0.0000E+0     -0.000305 
00046000   1.45E-3     1.447440     3.83000E-3   -7.0000E-5    1.4474E+0    -3.0518E-4   -9.1553E-4    -3.0518E-4     -0.000610 
00047000   1.46E-3     1.457346     4.01000E-3    1.3000E-4    1.4578E+0     0.0000E+0    0.0000E+0    -6.1035E-4      0.000000 
00048000   1.47E-3     1.467393     4.34000E-3    7.7000E-4    1.4667E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00049000   1.48E-3     1.477365     4.55000E-3    1.4000E-3    1.4774E+0     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00050000   1.49E-3     1.487339     3.06000E-3    1.6700E-3    1.4871E+0     0.0000E+0    0.0000E+0     3.0518E-4      0.000000 
00051000   1.50E-3     1.497350     2.96000E-3    1.6400E-3    1.4966E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00052000   1.51E-3     1.507287     3.04000E-3    1.6100E-3    1.5063E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00053000   1.52E-3     1.517296     4.59000E-3    1.6500E-3    1.5173E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000305 
00054000   1.53E-3     1.527302     4.61000E-3    1.6500E-3    1.5268E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00055000   1.54E-3     1.537237     3.22000E-3    1.6100E-3    1.5381E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00056000   1.55E-3     1.547247     3.53000E-3    1.6300E-3    1.5463E+0    -6.1035E-4    0.0000E+0    -3.0518E-4      0.000000 
00057000   1.56E-3     1.557144     3.67000E-3    1.4800E-3    1.5573E+0    -3.0518E-4    0.0000E+0    -6.1035E-4      0.000000 
00058000   1.57E-3     1.567209     3.70000E-3    1.8100E-3    1.5674E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00059000   1.58E-3     1.577181     3.79000E-3    2.2700E-3    1.5768E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00060000   1.59E-3     1.587157     3.84000E-3    4.0000E-4    1.5860E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00061000   1.60E-3     1.597125     3.81000E-3    3.1600E-3    1.5970E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00062000   1.61E-3     1.607175     3.78000E-3    3.3300E-3    1.6068E+0     0.0000E+0    0.0000E+0     0.0000E+0     -0.000610 
00063000   1.62E-3     1.617108     3.81000E-3    3.3300E-3    1.6159E+0     3.0518E-4    0.0000E+0     0.0000E+0      0.000305 
00064000   1.63E-3     1.627114     3.77000E-3    3.3400E-3    1.6296E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00065000   1.64E-3     1.637059     3.77000E-3    3.3800E-3    1.6367E+0     3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00066000   1.65E-3     1.647074     3.77000E-3    3.3400E-3    1.6470E+0    -3.0518E-4    3.0518E-4    -6.1035E-4     -0.000305 
00067000   1.66E-3     1.657080     3.75000E-3    3.4100E-3    1.6568E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000610 
00068000   1.67E-3     1.667014     3.86000E-3    0.0000E+0    1.6672E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00069000   1.68E-3     1.677032     4.04000E-3    3.3400E-3    1.6782E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000305 
00070000   1.69E-3     1.686959     4.23000E-3    2.5700E-3    1.6885E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00071000   1.70E-3     1.696962     4.48000E-3    1.9900E-3    1.6962E+0    -3.0518E-4   -6.1035E-4     0.0000E+0      0.000305 
00072000   1.71E-3     1.706966     3.10000E-3    1.2900E-3    1.7065E+0    -3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00073000   1.72E-3     1.716914     4.48000E-3    1.5000E-3    1.7166E+0     0.0000E+0    0.0000E+0    -6.1035E-4     -0.000305 
00074000   1.73E-3     1.726924     4.56000E-3    1.6600E-3    1.7267E+0    -3.0518E-4   -6.1035E-4     0.0000E+0      0.000000 
00075000   1.74E-3     1.736861     4.54000E-3    1.6900E-3    1.7349E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00076000   1.75E-3     1.746873     3.03000E-3    1.6500E-3    1.7465E+0    -3.0518E-4    0.0000E+0     3.0518E-4     -0.000305 
00077000   1.76E-3     1.756876     2.97000E-3    1.6600E-3    1.7563E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00078000   1.77E-3     1.766812     3.03000E-3    1.6200E-3    1.7667E+0     0.0000E+0   -6.1035E-4     0.0000E+0     -0.000305 
00079000   1.78E-3     1.776820     4.57000E-3    1.6400E-3    1.7764E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00080000   1.79E-3     1.786831     4.26000E-3    1.6500E-3    1.7862E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00081000   1.80E-3     1.796767     3.56000E-3    1.7400E-3    1.7966E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00082000   1.81E-3     1.806776     3.71000E-3    1.9000E-3    1.8073E+0    -9.1553E-4   -3.0518E-4    -3.0518E-4     -0.000610 
00083000   1.82E-3     1.816710     3.78000E-3    1.7400E-3    1.8164E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000610 
00084000   1.83E-3     1.826723     3.75000E-3    8.9000E-4    1.8280E+0    -6.1035E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00085000   1.84E-3     1.836732     3.77000E-3    2.4000E-4    1.8362E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00086000   1.85E-3     1.846673     3.72000E-3    8.0000E-5    1.8457E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00087000   1.86E-3     1.856697     3.75000E-3    3.0000E-5    1.8564E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00088000   1.87E-3     1.866637     3.81000E-3    3.3100E-3    1.8646E+0     0.0000E+0   -9.1553E-4    -3.0518E-4     -0.000305 
00089000   1.88E-3     1.876645     3.75000E-3    3.3300E-3    1.8759E+0    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000305 
00090000   1.89E-3     1.886654     3.73000E-3    3.3700E-3    1.8860E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000305 
00091000   1.90E-3     1.896589     3.29000E-3    4.3000E-4    1.8948E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00092000   1.91E-3     1.906598     3.12000E-3    1.1500E-3    1.9055E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000305 
00093000   1.92E-3     1.916538     3.04000E-3    1.6500E-3    1.9162E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00094000   1.93E-3     1.926549     3.03000E-3    1.6000E-3    1.9263E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00095000   1.94E-3     1.936566     2.98000E-3    1.6500E-3    1.9357E+0    -3.0518E-4   -3.0518E-4     3.0518E-4      0.000000 
00096000   1.95E-3     1.946498     3.01000E-3    1.7000E-3    1.9467E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00097000   1.96E-3     1.956508     2.99000E-3    1.6600E-3    1.9562E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4      0.000000 
00098000   1.97E-3     1.966467     2.98000E-3    1.6700E-3    1.9647E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000610 
00099000   1.98E-3     1.976451     3.44000E-3    1.6700E-3    1.9751E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000305 
00100000   1.99E-3     1.986458     3.60000E-3    1.4300E-3    1.9852E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000305 
00101000   2.00E-3     1.996391     3.76000E-3    1.6200E-3    1.9968E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
