# 1kOhm 08/12/2017 WITHOUT PREAMPS final 2
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00017000   1.32E-3     1.317725     2.69000E-3    1.6400E-3    1.3184E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00018000   1.34E-3     1.337684     2.76000E-3    1.6600E-3    1.3367E+0     0.0000E+0   -6.1035E-4    -3.0518E-4     -0.000305 
00019000   1.36E-3     1.357631     4.71000E-3    1.6500E-3    1.3574E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00020000   1.38E-3     1.377579     3.02000E-3    1.6700E-3    1.3779E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00021000   1.40E-3     1.397598     3.79000E-3    1.4400E-3    1.3977E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000610 
00022000   1.42E-3     1.417547     3.77000E-3    2.7600E-3    1.4166E+0    -6.1035E-4    0.0000E+0     0.0000E+0      0.000000 
00023000   1.44E-3     1.437492     3.79000E-3    3.1400E-3    1.4380E+0    -3.0518E-4    0.0000E+0     6.1035E-4      0.000000 
00024000   1.46E-3     1.457439     3.83000E-3    3.3400E-3    1.4584E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00025000   1.48E-3     1.477456     3.76000E-3   -4.0000E-5    1.4777E+0    -3.0518E-4    0.0000E+0     3.0518E-4      0.000000 
00026000   1.50E-3     1.497407     3.76000E-3    3.3300E-3    1.4972E+0     0.0000E+0    0.0000E+0     0.0000E+0     -0.000610 
00027000   1.52E-3     1.517348     3.71000E-3    3.3300E-3    1.5158E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000610 
00028000   1.54E-3     1.537296     4.07000E-3    9.0000E-5    1.5366E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00029000   1.56E-3     1.557250     4.40000E-3    1.9300E-3    1.5567E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00030000   1.58E-3     1.577278     4.56000E-3    1.6200E-3    1.5771E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00031000   1.60E-3     1.596567     4.56000E-3    1.6600E-3    1.5973E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00032000   1.62E-3     1.617172     4.56000E-3    1.6200E-3    1.6177E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00033000   1.64E-3     1.637090     4.57000E-3    1.6100E-3    1.6364E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00034000   1.66E-3     1.657150     4.12000E-3    1.6000E-3    1.6571E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00035000   1.68E-3     1.677095     3.89000E-3    1.7500E-3    1.6763E+0    -3.0518E-4   -6.1035E-4     0.0000E+0      0.000000 
00036000   1.70E-3     1.697040     3.77000E-3    1.7600E-3    1.6983E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00037000   1.72E-3     1.709291     3.74000E-3    2.2900E-3    1.7169E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00038000   1.74E-3     1.736928     3.77000E-3    3.0900E-3    1.7374E+0    -3.0518E-4    3.0518E-4     0.0000E+0     -0.000305 
00039000   1.76E-3     1.756912     3.79000E-3    3.2600E-3    1.7572E+0    -6.1035E-4    0.0000E+0     0.0000E+0     -0.000305 
00040000   1.78E-3     1.776896     3.72000E-3    3.3300E-3    1.7770E+0     0.0000E+0    0.0000E+0     3.0518E-4      0.000000 
00041000   1.80E-3     1.796846     3.76000E-3    3.3800E-3    1.7963E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00042000   1.82E-3     1.816789     4.04000E-3    3.0300E-3    1.8149E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00043000   1.84E-3     1.836806     3.06000E-3    1.8300E-3    1.8378E+0    -6.1035E-4   -3.0518E-4     0.0000E+0     -0.000305 
00044000   1.86E-3     1.856773     3.05000E-3    1.6700E-3    1.8570E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00045000   1.88E-3     1.876720     4.59000E-3    1.5700E-3    1.8765E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00046000   1.90E-3     1.896676     4.55000E-3    1.6200E-3    1.8967E+0     3.0518E-4   -3.0518E-4     3.0518E-4      0.000000 
00047000   1.92E-3     1.916619     4.55000E-3    1.7000E-3    1.9156E+0    -3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00048000   1.94E-3     1.936647     4.12000E-3    1.6900E-3    1.9376E+0    -6.1035E-4    0.0000E+0     0.0000E+0     -0.000305 
00049000   1.96E-3     1.956584     3.83000E-3    1.8600E-3    1.9571E+0     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00050000   1.98E-3     1.976534     3.75000E-3    9.1000E-4    1.9745E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000610 
00051000   2.00E-3     1.996484     3.75000E-3    2.4000E-4    1.9952E+0    -3.0518E-4   -6.1035E-4    -3.0518E-4      0.000000 
