# 1kOhm 08/12/2017  PREAMPS 
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-6 A Stop current: 2.00E-6 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00018000   1.36E-6     1.350744     3.53000E-3    9.6000E-4   -1.3342E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00019000   1.38E-6     1.369314     3.91000E-3    5.9000E-4   -1.3538E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00020000   1.40E-6     1.390369     3.96000E-3    8.6000E-4   -1.3733E+0     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00021000   1.42E-6     1.409619     3.99000E-3    2.7800E-3   -1.3943E+0    -6.1035E-4    3.0518E-4     0.0000E+0     -0.000610 
00022000   1.44E-6     1.430395     4.15000E-3    2.6400E-3   -1.4133E+0     0.0000E+0    0.0000E+0     0.0000E+0     -0.000305 
00023000   1.46E-6     1.449601     4.26000E-3    2.2800E-3   -1.4346E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00024000   1.48E-6     1.455179     4.21000E-3    2.1800E-3   -1.4542E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00025000   1.50E-6     1.488982     4.30000E-3    2.0500E-3   -1.4740E+0    -6.1035E-4    0.0000E+0     0.0000E+0     -0.000305 
00026000   1.52E-6     1.506004     4.34000E-3    1.4500E-3   -1.4938E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000610 
00027000   1.54E-6     1.529144     4.26000E-3    1.2300E-3   -1.5143E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00028000   1.56E-6     1.546616     4.06000E-3    1.1700E-3   -1.5338E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000610 
00029000   1.58E-6     1.569199     4.00000E-3    2.4000E-3   -1.5540E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00030000   1.60E-6     1.573744     3.66000E-3    2.7900E-3   -1.5741E+0    -6.1035E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00031000   1.62E-6     1.610266     3.71000E-3    2.6600E-3   -1.5930E+0     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00032000   1.64E-6     1.619233     3.93000E-3    2.3900E-3   -1.6138E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00033000   1.66E-6     1.648661     3.55000E-3    2.7600E-3   -1.6342E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00034000   1.68E-6     1.665011     4.07000E-3    2.8000E-3   -1.6534E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00035000   1.70E-6     1.689055     4.21000E-3    2.3600E-3   -1.6736E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
00036000   1.72E-6     1.708259     3.29000E-3    2.2000E-3   -1.6931E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00037000   1.74E-6     1.728446     4.25000E-3    2.1500E-3   -1.7136E+0     0.0000E+0   -3.0518E-4     3.0518E-4      0.000000 
00038000   1.76E-6     1.749588     4.34000E-3    1.6600E-3   -1.7334E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000305 
00039000   1.78E-6     1.768469     4.30000E-3    1.2300E-3   -1.7532E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00040000   1.80E-6     1.789775     4.11000E-3    1.1500E-3   -1.7731E+0    -3.0518E-4   -3.0518E-4    -6.1035E-4     -0.000305 
00041000   1.82E-6     1.808672     4.01000E-3    8.3000E-4   -1.7929E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000610 
00042000   1.84E-6     1.828838     3.87000E-3    5.7000E-4   -1.8130E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00043000   1.86E-6     1.849139     3.67000E-3    7.1000E-4   -1.8326E+0     0.0000E+0   -3.0518E-4     0.0000E+0      0.000000 
00044000   1.88E-6     1.869280     3.55000E-3    2.4400E-3   -1.8533E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00045000   1.90E-6     1.889383     3.56000E-3    5.6000E-4   -1.8729E+0     3.0518E-4   -3.0518E-4     3.0518E-4     -0.000610 
00046000   1.92E-6     1.909494     3.40000E-3    2.6600E-3   -1.8927E+0    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00047000   1.94E-6     1.929952     3.27000E-3    1.1400E-3   -1.9128E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00048000   1.96E-6     1.948845     3.30000E-3    1.1700E-3   -1.9327E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00049000   1.98E-6     1.953468     3.24000E-3    1.5100E-3   -1.9531E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00050000   2.00E-6     1.988546     3.17000E-3    2.0700E-3   -1.9727E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
