# 1kOhm 08/12/2017
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-3 A Stop current: 2.00E-3 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00000648   1.00E-3    14.130866     3.29000E-3    1.7200E-3   -1.0000E+1     0.0000E+0   -6.1035E-4    -6.1035E-4     -0.000305 
00002072   1.02E-3    14.130600     3.88000E-3    3.2600E-3   -1.0000E+1     0.0000E+0   -3.0518E-4    -6.1035E-4      0.000000 
00003000   1.04E-3    14.130303     3.83000E-3   -7.0000E-5   -1.0000E+1     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00004000   1.06E-3    14.129993     3.56000E-3    0.0000E+0   -1.0000E+1    -6.1035E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00005000   1.08E-3    14.129832     3.25000E-3    2.7500E-3   -1.0000E+1    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00006000   1.10E-3    14.129696     3.11000E-3    1.4300E-3   -1.0000E+1    -6.1035E-4   -3.0518E-4     3.0518E-4     -0.000305 
00007000   1.12E-3    14.129547     3.08000E-3    1.6000E-3   -1.0000E+1    -6.1035E-4   -3.0518E-4     0.0000E+0     -0.000305 
00008000   1.14E-3    14.129250     3.06000E-3    1.6300E-3   -1.0000E+1     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00009000   1.16E-3    14.128712     3.05000E-3    1.6500E-3   -1.0000E+1     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00010000   1.18E-3    14.128446     2.99000E-3    1.6600E-3   -1.0000E+1     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00011000   1.20E-3    14.128298     4.61000E-3    1.6600E-3   -1.0000E+1     0.0000E+0   -3.0518E-4    -3.0518E-4      0.000000 
00012000   1.22E-3    14.128805     4.55000E-3    1.6900E-3   -1.0000E+1     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00013000   1.24E-3    14.128705     4.30000E-3    1.6600E-3   -1.0000E+1    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00014000   1.26E-3    14.128526     4.00000E-3    1.6700E-3   -1.0000E+1    -6.1035E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00015000   1.28E-3    14.128535     3.85000E-3    1.8400E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000610 
00016000   1.30E-3    14.128442     3.84000E-3    1.3200E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000305 
00017000   1.32E-3    14.128417     3.81000E-3    7.6000E-4   -1.0000E+1    -6.1035E-4    0.0000E+0    -6.1035E-4     -0.000305 
00018000   1.34E-3    14.128247     3.81000E-3    1.9000E-4   -1.0000E+1     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00019000   1.36E-3    14.128130     3.83000E-3    1.1000E-4   -1.0000E+1    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00020000   1.38E-3    14.128255     3.77000E-3    3.2400E-3   -1.0000E+1     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00021000   1.40E-3    14.127964     3.81000E-3    0.0000E+0   -1.0000E+1    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000305 
00022000   1.42E-3    14.127877     3.86000E-3   -1.0000E-5   -1.0000E+1    -3.0518E-4   -6.1035E-4    -6.1035E-4      0.000000 
00023000   1.44E-3    14.128056     4.34000E-3    3.0300E-3   -1.0000E+1     3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00024000   1.46E-3    14.127827     3.30000E-3    6.2000E-4   -1.0000E+1     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000610 
00025000   1.48E-3    14.300070     3.05000E-3    1.4600E-3   -1.0000E+1     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00026000   1.50E-3    14.299915     3.02000E-3    1.7600E-3   -1.0000E+1    -6.1035E-4   -3.0518E-4    -3.0518E-4      0.000000 
00027000   1.52E-3    14.127512     3.07000E-3    1.6600E-3   -1.0000E+1    -3.0518E-4    3.0518E-4    -6.1035E-4     -0.000610 
00028000   1.54E-3    14.128862     3.03000E-3    1.6700E-3   -1.0000E+1     0.0000E+0   -3.0518E-4     0.0000E+0     -0.000305 
00029000   1.56E-3    14.131821     3.11000E-3    1.6700E-3   -1.0000E+1    -6.1035E-4    0.0000E+0     3.0518E-4      0.000000 
00030000   1.58E-3    14.132423     3.00000E-3    1.6700E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000305 
00031000   1.60E-3    14.126505     3.39000E-3    1.7100E-3   -1.0000E+1    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00032000   1.62E-3    14.126431     3.61000E-3    1.6800E-3   -1.0000E+1    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00033000   1.64E-3    14.126419     3.74000E-3    1.4600E-3   -1.0000E+1    -3.0518E-4   -6.1035E-4    -3.0518E-4      0.000000 
00034000   1.66E-3    14.126363     3.75000E-3    1.6600E-3   -1.0000E+1     0.0000E+0    0.0000E+0     0.0000E+0     -0.000305 
00035000   1.68E-3    14.126379     3.77000E-3    1.2600E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00036000   1.70E-3    14.126354     3.76000E-3    2.8700E-3   -1.0000E+1     0.0000E+0   -6.1035E-4     0.0000E+0      0.000000 
00037000   1.72E-3    14.127409     3.75000E-3    3.1600E-3   -1.0000E+1    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000305 
00038000   1.74E-3    14.127279     3.79000E-3    3.3300E-3   -1.0000E+1    -6.1035E-4    3.0518E-4    -3.0518E-4     -0.000305 
00039000   1.76E-3    14.127248     3.77000E-3    3.3600E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4    -6.1035E-4      0.000305 
00040000   1.78E-3    14.127142     3.79000E-3   -4.0000E-5   -1.0000E+1    -6.1035E-4    0.0000E+0    -3.0518E-4      0.000000 
00041000   1.80E-3    14.127161     3.86000E-3   -1.0000E-4   -1.0000E+1    -3.0518E-4    3.0518E-4     0.0000E+0     -0.000305 
00042000   1.82E-3    14.127180     3.79000E-3   -2.0000E-5   -1.0000E+1    -3.0518E-4   -6.1035E-4    -3.0518E-4      0.000000 
00043000   1.84E-3    14.127304     3.79000E-3    3.4100E-3   -4.4586E-1    -6.1035E-4    0.0000E+0    -3.0518E-4     -0.000305 
00044000   1.86E-3  3.814186E-5     3.57000E-3   -8.0000E-5   -4.1382E-1     3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00045000   1.88E-3  6.048585E-5     3.33000E-3    4.0000E-4    2.2278E-2    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00046000   1.90E-3     0.000148     3.21000E-3    1.0800E-3   -9.4922E+0    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000000 
00047000   1.92E-3    -0.000550     3.10000E-3    1.4600E-3   -1.0000E+1     0.0000E+0    3.0518E-4     0.0000E+0      0.000000 
00048000   1.94E-3  4.144493E-5     3.12000E-3    1.6300E-3   -1.0000E+1    -3.0518E-4   -6.1035E-4    -3.0518E-4     -0.000305 
00049000   1.96E-3     0.000141     3.04000E-3    1.6600E-3   -1.0000E+1     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00050000   1.98E-3    -0.042787     3.05000E-3    1.6400E-3   -1.0000E+1    -3.0518E-4   -6.1035E-4     0.0000E+0      0.000000 
00051000   2.00E-3    -0.078774     3.14000E-3    1.6600E-3   -1.0000E+1    -3.0518E-4   -3.0518E-4     0.0000E+0      0.000610 
